ID,exact_weather_condition_by_accident,exact_accident_location_per_claim ,number_of_findings_with_potential_fraudster ,exact_description_of_accidents_by_photo,contact_with_potential_fraudster_mechanic
CKGA41258753703878,1,1,4,Y,N
YHRN82661678040693,1,1,4,Y,Y
EESU11739269688422,1,1,3,Y,Y
IXOC85740982053958,1,1,4,Y,N
FXAW61286774491067,1,1,5,Y,Y
UVKH35901073037166,1,1,1,Y,N
DZCB41360458774250,1,1,5,Y,N
PGZN53947760210586,1,1,1,Y,Y
VMBE58482602350551,0,1,3,N,N
GZPB39741299291036,1,0,5,Y,N
QZGQ64533204964677,1,1,3,Y,Y
QLDR22838659091679,1,0,5,Y,N
KUPI45291959851300,1,1,3,Y,N
FPMJ40262737913299,1,1,2,Y,Y
EUDB35868567767110,1,1,4,Y,N
VNDJ48711688984751,1,0,1,Y,N
HHOD77310001671507,0,1,4,Y,N
LXFM12531664022469,1,1,1,N,Y
FAKG29233318943402,1,1,5,Y,Y
WVAB67381394099196,1,1,1,N,Y
WBMM86590050690979,1,1,5,Y,Y
PQPG41200176207687,1,1,4,N,Y
FCPY60203816325078,1,0,3,Y,Y
TYUM05165716910192,0,1,2,Y,Y
OOTF28336675591358,1,0,4,Y,N
AHJD44827963227169,1,1,3,Y,Y
DHHD29621427338383,0,0,2,Y,N
IYVU82759169769066,1,0,1,N,Y
VWAP86888587541217,1,1,1,N,Y
ISWR67812516412377,1,1,1,Y,Y
VRUW81379024225884,1,0,5,Y,N
RQZE67212649814199,1,1,2,Y,Y
EPSM82657098816641,1,0,3,Y,Y
LTEC22043286326338,1,1,5,Y,N
QWMD02022784804246,0,1,4,Y,N
EOKS86456277033924,1,1,4,Y,N
KGFQ60687885835818,1,0,4,Y,Y
YXFW26042268724242,1,1,1,Y,N
IEGR39257669255341,1,1,4,Y,Y
HZGR36744635167589,1,1,4,Y,N
DXPB84509913345969,1,1,5,N,Y
ELPO89681566393318,1,0,4,Y,Y
BXPX55881910816838,1,1,5,N,N
GEXK02998381825775,1,1,4,Y,Y
ZTMF70753137263524,1,0,4,Y,Y
DKUJ48809996776802,1,1,4,Y,Y
ATMR21692857785734,1,1,2,Y,Y
ORDR21888715546943,1,1,5,Y,Y
AVXF23035608270574,1,1,1,N,N
FXSK12926898441942,0,0,3,Y,Y
GTWK26002421818888,1,1,5,N,Y
OLDW94562197425196,1,1,4,Y,Y
JYYA82543258475204,1,0,2,Y,Y
VUMF64752543732827,0,0,2,N,Y
NDIQ02727567497771,1,1,5,N,Y
WIUS80110516290920,1,1,4,Y,N
KTWZ18933447471259,0,1,5,Y,Y
FZSE47226604745171,1,1,1,Y,N
GVYB01504232498872,1,0,3,N,Y
PVMX30842784504129,1,0,4,N,Y
AJRI49178641378102,1,1,1,Y,N
TSBI78861796686955,1,1,1,Y,N
YOZS22471170459309,1,1,1,Y,Y
PUAJ79786100802785,1,1,2,N,Y
CQIN55260908588891,1,0,2,N,Y
TXAI34974397298920,1,1,5,Y,Y
HZGI55753495427442,1,1,4,Y,Y
NCPP62679798250013,1,1,5,Y,N
MVEN04482544548462,1,1,5,Y,Y
BEQO58482150668036,1,1,4,Y,Y
GXIT97102382183112,1,1,4,Y,N
PDGH00423521106913,1,1,2,Y,Y
AGGI57034239950392,0,1,4,Y,Y
KUUX55175483112027,1,1,4,Y,Y
BTHG54885332981466,1,1,5,Y,N
LYXJ33985602817198,1,1,3,Y,N
VWPJ95752358469869,0,1,3,Y,Y
CGBP98754713511875,1,1,5,Y,N
JHYD12605284854560,1,1,3,Y,Y
PYFO90981366903410,1,1,3,Y,Y
DSFR60413356470781,1,1,5,Y,Y
UFQV47600988785766,1,1,5,Y,N
HQQL19890913056494,1,1,2,N,Y
WHJG48465867417689,1,1,5,Y,Y
POCW74707893453001,1,1,4,Y,N
FYME04605073354332,0,1,4,N,Y
OLQF22621055127194,1,0,1,Y,N
WHCQ93070280181349,1,1,2,Y,N
MZOM24232011366423,1,1,3,Y,N
KMAM49717176703936,0,0,5,Y,Y
TTZF45075928608025,1,1,5,Y,Y
UKJI15404217815030,1,0,5,Y,Y
DDLA40347373916383,1,1,2,Y,N
LIPO28360153884219,1,1,4,Y,Y
JEQG21800042970095,1,1,4,Y,Y
JLTH11994434968201,1,1,3,N,Y
ETMZ53582153403691,1,1,5,N,Y
NQAM27396310445681,1,0,2,N,Y
TZRD35256329309172,1,1,4,Y,N
NXBD23364515690106,1,1,2,N,N
AAJW93622493659014,1,1,1,N,N
YLLI71941111581989,1,0,4,Y,Y
ZAQT55215818953348,1,1,5,N,Y
MLMI29578065864737,1,1,4,N,N
PEYV03288231750769,1,0,3,Y,N
ZCXH84172627903653,1,1,5,Y,Y
LIRZ35459819702499,1,1,5,Y,Y
YRKF48573390636592,1,1,2,Y,Y
RDQH48211651681827,1,1,2,Y,Y
VHEU66520282119883,1,1,3,Y,Y
XXSP41896732245034,0,0,5,N,N
NAGL07647083671922,0,0,4,Y,N
CYPY74987421030682,1,1,5,N,Y
AAOT81376266394610,0,1,1,Y,Y
ATQL78170346432775,0,1,4,Y,Y
TLYP29350180761160,1,1,4,Y,N
TKIG71269070149169,1,1,2,Y,Y
JUYC58183417203553,1,1,4,Y,N
FJWX85788560735654,1,1,3,Y,N
XVKI06776905979323,0,1,5,Y,Y
UNZQ96390067497094,1,1,4,Y,Y
CZMF40380958329350,1,1,5,N,Y
BFZY96677585501579,1,0,2,Y,N
MEEE81459511010226,1,0,2,Y,Y
SXBQ08337748509250,1,1,1,Y,Y
DEBW08439001999315,1,1,4,Y,N
RHYI11680356681694,1,1,5,N,Y
BHRS87743869331993,1,0,5,Y,Y
GSUV87584514752342,1,1,2,Y,Y
PETP58002917678640,1,1,5,Y,Y
BZAT23701164892157,1,1,3,Y,Y
XBBE72803755153410,1,1,3,Y,N
ARXR78200046852805,1,0,3,Y,Y
CNQG44643635669278,1,1,2,Y,N
AWFS17279184348740,1,1,3,N,N
DJXA50235854891294,1,1,1,Y,Y
SUJC53416485576676,1,1,4,Y,Y
GNRZ24993388607381,1,1,1,Y,Y
ILLU91680087927788,0,1,1,Y,Y
MDCN81988409260314,1,0,5,Y,Y
PQYH38238599423016,1,0,3,Y,Y
SAEG06484708494709,1,1,1,N,N
WIWJ32284526905438,1,1,1,Y,N
COZT00371731381467,1,1,2,N,N
TQZO71636333022147,1,1,2,Y,Y
SKBL69458923549950,1,1,4,N,N
ISES26724463970536,0,1,1,N,N
RIRV97374758681402,1,1,1,N,Y
HOPY17363717357057,1,0,1,N,Y
UQID35736777821586,1,0,2,Y,Y
FJRF38969125989390,1,1,2,N,Y
QKZX02295101519693,1,1,5,Y,Y
OGDE24856871957763,1,1,1,Y,Y
EIYU76233668554990,1,1,3,N,Y
YSOC90754743170185,1,1,5,Y,Y
GALF92251564653501,1,1,1,N,N
BQPB37808172478774,1,1,5,N,N
DIHS84278581787844,1,1,5,Y,N
UBAD45474800239732,0,1,1,N,Y
BXWN21320166831857,1,1,2,Y,N
KJRY57205258527898,1,1,5,N,Y
CPUE68380512601822,1,0,4,N,Y
GRVG79292091996708,1,1,2,Y,Y
PXGW44156018548398,1,0,2,Y,Y
UATQ69307083465434,1,1,4,Y,N
CEPT33935813266763,1,1,4,N,N
HWIB19092724795279,1,1,3,Y,N
VTKO78280540477554,1,1,3,Y,Y
NIIU19594543853071,1,1,4,Y,Y
HTOD93808446043872,1,1,4,Y,N
LHGX39556484622348,1,1,4,Y,Y
OKZE24151107370803,1,1,5,Y,N
VCUD00057340476948,1,1,3,N,Y
KRFS64931854917284,1,0,2,N,Y
YBMJ34893312096777,1,1,2,Y,Y
AJDE43007991197152,1,1,5,N,N
YMVJ81730841772223,1,0,4,N,Y
JKYX05271944003745,1,0,2,N,N
CSAC78333813001245,1,1,1,Y,Y
EADO76364695024372,1,1,3,N,Y
WCYN59629265394122,0,1,1,Y,Y
JQYV32224678368144,1,1,4,Y,Y
BZIU17082948123744,1,1,1,N,Y
PPVA06445226299654,1,0,4,Y,N
GEDJ83703903090045,1,1,2,N,N
VINF31185994735854,1,1,3,N,N
TFNK26146626762424,1,1,1,Y,N
EFJP59570121084759,1,1,1,Y,Y
YHUE35738359533589,1,1,1,N,Y
OXZC78362665380556,1,1,3,N,N
SSQQ68727303425945,1,0,3,Y,Y
CPKQ53374492676300,1,0,5,Y,Y
FBOX37137171603139,1,1,3,N,Y
SWSJ40138612762736,1,1,5,Y,Y
DOEA06633419765884,1,1,4,Y,N
SRRU67589498839500,1,1,5,Y,N
YDAB83714618075596,1,0,2,Y,Y
STDA88186582782541,1,1,5,N,Y
LYFZ65444664118688,1,1,1,N,Y
KFIR68213682531307,1,1,2,Y,Y
FAGN61680637956762,0,1,1,N,N
RXCW50023888851978,1,1,2,Y,Y
GDRC46715891885670,1,1,4,Y,Y
ODFI80390085664394,1,1,5,Y,Y
BDKI91268257768081,1,1,2,N,N
QLQD65326035203605,1,0,4,Y,N
GRXO76132499747761,1,1,3,Y,Y
VUOG70252451994194,1,1,3,Y,N
XRZM93500802658909,1,1,1,N,Y
VEZN02731778460012,1,1,4,N,N
KJWK51529382664285,1,1,1,Y,N
DIDD94367928307163,1,1,5,N,N
XKWH24468592766086,1,0,5,Y,N
SFTY03270111458969,1,0,5,Y,Y
RJGC11461721605339,1,1,4,N,Y
FGEB82946996594493,1,0,5,Y,Y
ZKOG79354134089672,1,1,3,Y,Y
UTHV58174192402881,1,1,4,Y,Y
UWRX94347227790537,0,1,4,Y,Y
WQPA32442530363949,1,0,4,Y,N
KFGX16130789168698,0,0,2,Y,N
ETHT55004978398240,1,1,5,N,Y
KFUU84182489165401,1,1,1,Y,N
RUUF50696353428874,1,1,2,N,Y
JFID10455551886574,1,1,1,Y,N
SKMF09518374831681,1,1,1,N,Y
YOIV29735249140016,1,1,3,N,N
OLAH59150502125583,1,1,2,Y,Y
DBSX99520933056389,1,1,2,N,N
NNLF31752447374735,0,0,5,Y,Y
GGBB97966464188403,1,1,3,Y,Y
LEKP76551526614993,1,1,4,Y,N
FPXH82339080927514,0,0,1,Y,Y
QWND89172822424864,1,1,2,Y,N
EGRG05213341497222,1,1,3,Y,Y
YQID68113610754549,0,0,1,Y,Y
WRND10652815925192,0,1,4,Y,Y
NTFX40848657247330,1,1,3,Y,N
YCBJ76639535881468,1,1,5,N,N
TLQY89976939584821,1,0,2,Y,Y
TICG95847954260872,1,1,5,Y,N
GTGZ55399705967726,1,1,2,Y,Y
EKZU56595753119377,1,1,5,N,Y
JLHZ43403764942188,1,0,5,N,N
CWFV21261946522814,1,1,4,N,N
GXHL35440652424739,1,1,5,Y,Y
MPAB49508787487947,1,0,2,N,Y
ERQN73615597695442,1,1,3,Y,N
EFIV30571808824615,1,1,1,Y,N
MQUV08800078657295,1,1,5,Y,Y
KRXK83782318665408,1,1,5,N,Y
CFCT07151176019856,1,1,4,Y,Y
OJST16250571168130,1,0,3,Y,Y
VJXL62613017418404,1,1,4,Y,Y
LVAK33433855280608,0,1,4,Y,N
CZAD14207920995323,1,0,4,Y,Y
TKHZ99857896132696,1,1,1,N,Y
QUYL22494184156824,1,1,5,N,Y
OZMV81170038454656,1,1,3,N,Y
CHMQ37633572984680,0,0,5,Y,Y
IHOX18462137540963,1,1,5,Y,N
EWBT83480936464800,1,1,3,Y,Y
NRVF51276215956668,1,0,5,Y,N
HGRA53880437766939,1,1,5,N,Y
IHTD04030937695897,1,1,3,Y,Y
QJBZ93604144088637,1,0,3,Y,Y
UZTR65242785125584,1,1,3,Y,Y
OPOT90598533757953,1,1,1,Y,N
ZANF60391950759321,1,1,5,Y,N
WOED55614101388871,1,1,1,N,N
MAPD05242636480891,1,1,4,Y,Y
GCTA92272198077561,1,1,3,N,Y
KWAQ08252809290038,1,1,5,Y,Y
TGHP91284721702642,1,1,5,N,Y
XNLL36787854229688,1,1,3,Y,Y
UIEL93260063094284,1,0,3,N,Y
UWXC84247111151649,1,1,4,Y,Y
PTYE34540692164270,1,1,2,Y,N
PSFD44373536172665,1,1,1,Y,Y
XGZD74890752806952,0,1,2,Y,N
ROTT77015582636423,1,1,4,Y,Y
RXUM72957939616527,1,1,5,N,N
FLVI90390919654736,0,1,4,N,N
KDYN71809532882831,1,1,5,Y,N
OOGH42903498572923,1,0,5,Y,Y
RIDX41854689128236,1,1,4,N,N
TVNP01713129935787,1,1,1,Y,N
LPQV18228421541706,1,1,5,Y,N
OHFF33836047582027,1,1,4,Y,Y
FURB32120118027374,1,0,1,Y,N
LOAJ77574031551734,1,1,5,Y,N
SYRO82743706919091,1,1,1,Y,Y
MFRA92570046788034,1,1,1,Y,N
CZUF83766659247261,1,0,2,N,Y
HHHS41961590744376,1,1,4,Y,N
FOUU59265333658339,0,1,1,N,N
KZJV74815412374661,1,1,3,Y,N
NEHC49824535565760,1,1,4,Y,Y
OEOS41215238172701,1,0,5,Y,Y
MPLU72027204724968,1,1,4,Y,Y
DHQH64232446608043,1,1,4,Y,Y
EDNO24954667881109,1,1,5,N,Y
HDRV47116494757788,1,1,1,Y,Y
DUJK08858121920178,1,0,2,Y,N
YTYU43966180558817,1,1,3,Y,N
EREG90586469810771,1,1,1,Y,N
UHRJ57883276893938,0,1,1,N,N
OFFH74594138622115,1,1,1,N,Y
SDTV95216335800158,1,1,5,Y,Y
DUAN50790137635422,1,0,2,Y,Y
LPUC05760676617072,1,1,3,Y,N
CYHU87714944610931,1,1,4,Y,Y
TFCI59097319548675,1,1,4,Y,Y
DOZK81803570994132,0,1,1,N,Y
DMJP88095312737790,0,1,2,Y,Y
GJSK43182279097431,1,1,1,Y,N
JUSB17523390704922,1,1,4,Y,N
ZJEY44021743000072,1,0,1,Y,Y
PRYC51525298291001,1,1,3,Y,N
XXLN96865151032234,1,1,4,Y,N
HCGI44544091141620,1,1,4,Y,N
FQPG50858364011814,1,1,1,Y,Y
YTDV25623432923582,1,1,2,Y,Y
AUEK50845492659216,1,1,3,Y,Y
VGOQ59407460201093,1,1,2,N,Y
CJWR95765790300226,1,1,4,N,N
KBKR21478050052725,0,1,4,Y,Y
CAUH88459185781902,1,1,2,Y,Y
VCKF66897068758142,1,0,4,Y,N
EAMP01378973532447,1,1,4,Y,Y
IKYV73257475967691,1,0,1,Y,N
MFZU03756176985723,0,1,3,Y,Y
YHXV05841465066217,1,1,1,Y,Y
WFVM67294515159820,1,1,2,Y,Y
HKDP35616170105353,1,1,4,Y,Y
QGZM14729159343260,1,1,4,Y,Y
DLOG51130608673730,1,1,3,N,N
YECO05707581252016,1,1,5,Y,Y
CEMB91750472007694,0,0,2,Y,Y
BLCA32781589486357,0,0,3,Y,Y
ZURD48140097265348,1,0,3,Y,Y
UWOR34267527267755,1,1,5,Y,Y
DIFJ20553275012693,1,1,1,Y,N
FAEC48885697992041,1,1,3,Y,Y
YVPP14025467701598,1,1,4,N,N
VOMJ09893816265996,1,0,3,Y,N
FBCL70547763445013,0,0,3,Y,Y
BWEI20005010574551,1,1,2,Y,N
QUMQ05179477694800,1,1,1,Y,Y
NIPS10100942217472,1,0,5,Y,N
PZQU11551973638439,1,1,5,Y,Y
RJVM32719421487351,1,0,1,Y,Y
QLZK65754315013372,1,1,3,N,Y
LAIX27629687017646,1,1,3,Y,Y
NMAA40832116371923,1,1,4,N,Y
WYAU09488728398944,1,0,2,Y,Y
YOLZ24537443438132,1,1,4,Y,Y
FGVF03778770123521,1,1,4,Y,Y
ZAGI24735719543505,1,1,5,N,Y
AWBU77792334522132,1,1,3,Y,Y
UFPE25086316503999,1,1,1,Y,N
VPTH35978208958823,1,0,1,N,N
XMVZ60578521868648,0,1,1,N,Y
GOWJ31404180543727,0,0,2,N,Y
VUZT04744881961912,0,1,4,Y,Y
KTRU08112603061822,1,1,1,Y,N
PUAW38578154664990,1,1,3,Y,N
DJFD74530401475470,1,1,3,Y,Y
QSFV33723676523683,1,1,5,N,Y
UCCK51067061882678,1,0,4,Y,N
XFJA94686814885260,0,0,2,Y,N
MOLU06821971985980,1,1,2,N,N
CGZN79158787703837,1,1,3,Y,N
PJVQ07471951237689,1,1,4,Y,N
DMXO43102800967003,1,1,2,Y,N
IPEF09897791003216,1,0,5,Y,N
NHEG44335894429466,1,1,2,Y,Y
WAWY63646216153291,1,1,5,Y,Y
XNLE94683190845468,1,1,2,Y,Y
VWDA48470289077326,1,1,2,N,Y
DPNN01491202269517,1,1,3,N,Y
APEY65104875576870,1,1,3,Y,N
TOSK74431090844119,1,0,5,Y,Y
WBHO62705159694848,1,1,4,N,Y
TNKZ33461378292382,1,1,5,Y,Y
PCKC67450691351592,1,1,1,Y,N
RDDT05347124304103,1,1,2,Y,Y
UCIO69596513430710,1,1,1,N,Y
EHJH30732744796389,1,1,1,N,N
SBAW99025254664419,1,1,4,N,N
XWTV86310385032691,1,1,5,Y,Y
YLTP34969735665197,1,1,1,Y,Y
VJLA04404072875473,1,1,3,Y,Y
AYMD51659756273016,1,1,4,Y,N
FHNE11159577526217,1,1,1,N,N
GCEE30523449285735,1,0,1,Y,N
WFKQ45228300363343,1,1,1,Y,Y
WTPU32818935866675,1,1,1,Y,N
SEZD13927640819163,1,1,3,Y,N
CYVF51745583535062,1,1,2,N,Y
XTII73151111345465,1,1,5,Y,N
WRJE41161927285716,1,1,1,Y,Y
WQKF52239524469496,1,1,4,N,Y
HBMQ83122930567991,1,0,2,N,N
LRKG35825597294676,1,0,3,Y,Y
YKSB27375957584631,1,1,1,N,N
LNBF82845695902042,1,0,2,Y,N
JJVV05349828508470,0,1,1,Y,N
IXLS34109306215583,0,0,1,Y,Y
FLMF06964001869519,1,0,3,N,N
KLMP33551107200295,1,0,1,Y,Y
NFNA93902647511580,1,1,5,N,N
UJRV75411612079325,1,0,5,Y,N
KZDN17733894759837,1,1,4,Y,Y
BDFM17113031221583,1,0,3,Y,N
BCKZ87821298364743,1,1,3,Y,Y
UCRY59821153800207,1,0,4,Y,Y
KFKR82416181060791,1,1,2,Y,N
MQTJ04198556608073,1,1,5,Y,Y
XEIF98860379008419,1,1,1,N,Y
UECP83198170372424,1,1,2,Y,N
FYNO09434077463901,1,1,3,Y,Y
YTJG15199876139277,1,1,1,Y,Y
QOND88935132289402,1,1,4,N,N
HPRM30984207863941,1,0,5,Y,N
RCJJ21254715834028,1,1,3,Y,Y
IEMI99557927110638,1,1,3,Y,Y
OFEA00152644440696,1,1,3,Y,N
VUYZ49133849391217,1,1,1,Y,Y
PBNM46741176863670,1,1,3,Y,N
ZZHX26606254509784,1,0,5,Y,Y
MOSV20768009667939,1,1,2,Y,N
LBRL27621503903367,1,1,3,Y,Y
EKFW31300071467847,1,0,1,Y,N
TGNN66752783291214,1,1,3,Y,Y
AFAA02401338539770,1,1,5,Y,Y
VCYI49115851590155,1,1,1,Y,Y
XEGL39398970095384,1,0,1,Y,Y
YQQE17864928057675,1,0,5,Y,Y
WKTK74145098267663,1,1,5,Y,Y
KFQR14740308529728,1,1,5,N,Y
DYGQ00268225900054,1,1,4,N,Y
QZLR89720564953176,1,0,1,Y,N
MWGK83245364127148,1,0,1,Y,N
DOFO34796261806396,0,1,5,Y,Y
YNQU71243637612342,1,1,2,Y,Y
XWSK10499407379216,1,1,3,N,Y
BIPR22214614229878,1,1,4,N,Y
KTXJ77251918942490,1,1,4,Y,Y
OTPE28412616303847,1,0,4,Y,Y
VHAN17604199388702,0,1,2,Y,N
SATL48942672694461,1,0,1,Y,N
ULLN52682904073115,1,1,2,Y,N
BKRM98060157149031,1,1,1,Y,Y
BQVX80455683792043,1,1,3,Y,Y
NFYO06245495117464,1,1,2,N,N
DPTD70773435795627,1,0,3,Y,N
LFDZ66873330575098,1,0,2,Y,N
TVZZ54163744964657,1,1,3,N,N
IMIC58110308445739,1,0,3,Y,Y
RKIH98367558859263,1,1,2,Y,Y
SXJU33902563297375,1,1,5,N,Y
ZGXG98332719456413,1,1,2,Y,Y
ZTCN14752251741890,0,1,4,Y,N
JXLO05017794961380,1,1,2,Y,Y
UWZE83765454717338,1,0,3,Y,N
OZKJ54045509413004,1,1,2,Y,Y
UTXN25981585557235,0,1,4,N,N
VWRX78763146109084,1,1,4,N,Y
FJWS59901820422337,1,1,2,Y,Y
AKIZ19118024914618,1,1,5,Y,N
PTBV18182399978846,1,0,1,Y,N
PQJH95961606991418,1,1,5,N,Y
DQFS63843554457195,1,1,2,Y,Y
WZRB32103582805417,1,0,2,Y,N
QBBP05913123195759,1,1,3,Y,N
LNGL62236479194580,1,1,1,Y,Y
SOPE38270708652250,1,1,5,Y,Y
FPNP18645196134435,1,1,1,Y,N
OIJS72324807968178,1,1,5,N,Y
BLLC84048322176936,1,0,5,N,Y
XKZL03276072498978,1,1,2,Y,N
RPTS90197436275688,1,1,1,N,N
QHGZ74615768890876,1,1,4,Y,N
TTTU81399356063892,0,1,3,Y,Y
MUHN46391018854083,1,1,5,N,N
VOKE34439112858497,1,1,3,Y,Y
PFRY71498213515179,1,1,4,Y,N
IKHV22022635825978,1,1,1,Y,Y
OEVL37069134869906,0,1,3,Y,Y
HBXE48128181799099,0,1,2,Y,Y
TBOH11640034262330,1,1,2,N,Y
BNVM61188237666386,0,1,3,Y,N
LUST60377784591807,1,1,1,Y,N
RSPB80326258390907,1,1,2,N,Y
NDRR36545291472951,1,0,4,Y,Y
OMXZ69247535816021,1,1,5,Y,N
MTEM08080829375412,1,1,3,N,Y
QCJD96140885776125,1,1,2,Y,N
QNAC96417388722709,1,1,2,Y,Y
VTMS29939085801569,1,1,4,Y,Y
HJBW65650745017093,1,1,2,Y,Y
HTBO22572588615784,1,1,1,Y,Y
WXSO49317007137493,1,0,2,Y,Y
SYDM77030947970074,1,1,2,N,N
OCRX02443538904069,1,1,2,Y,N
MXXR86726789878915,1,1,3,Y,N
LZQE98815134462853,1,1,4,Y,Y
IAVN78183046196353,1,1,3,Y,N
XKBC28646026965681,1,1,4,N,Y
YYFZ69971838586936,1,1,4,Y,Y
OJKG29469690172220,0,0,3,Y,Y
ADIC50956165027553,1,0,2,Y,N
QAXF56862433418385,1,1,3,Y,Y
YSEM98840971524910,0,0,4,Y,N
PSRI66437325303555,1,1,3,N,Y
BDTY87741534679258,1,1,3,Y,N
ZICN22580957996198,1,1,5,Y,N
VBYD93097913639316,1,1,1,Y,N
OESA09924607802613,1,1,5,Y,N
RKGZ97857070372967,1,1,5,N,N
FFCJ68406966448204,1,1,3,Y,Y
PYYC97837662965193,1,0,5,Y,Y
YEPE28815006192145,1,0,1,N,Y
RDDK23340420987253,1,1,3,Y,Y
HHIL27144557234709,1,0,5,N,Y
YRNL82840708681966,1,1,4,Y,N
JKPH94711631623317,1,1,5,Y,Y
LBWG36959632578403,1,1,4,N,Y
UDWR10019238082556,1,0,5,Y,N
MDCF30610798920494,1,1,1,Y,Y
JWRC95453197509539,0,1,2,Y,Y
UPBS24221718695352,1,0,2,Y,Y
MOON17107384886294,1,1,1,Y,N
MPZQ34453878530889,1,0,1,N,Y
QFWC38777060690810,1,1,2,Y,N
APVI30268802691970,1,1,2,Y,Y
NGKL53846121202532,1,1,3,Y,N
HJQG73521797421491,1,1,4,Y,Y
YSGD25450981965158,1,1,3,Y,Y
SSNU73365547803872,1,1,3,Y,Y
PCFO95439582765581,1,1,5,N,Y
YXGU73367305482002,1,1,1,Y,Y
NIKS49073603372776,1,1,1,Y,Y
UVWL89472944748311,1,1,2,Y,N
UWJU15899079587997,1,1,1,Y,N
EDJW87317615936088,1,0,2,Y,N
KYMP81587723929806,1,1,5,Y,N
CEND67808000640146,1,0,3,N,Y
WJDI69400498508224,1,1,2,N,Y
YPKM19340119604984,1,1,5,N,Y
XOSJ19641948350313,1,1,4,Y,Y
IMTL21202367840621,1,1,4,Y,Y
FHHH79531300932611,1,1,4,Y,Y
CSBM33698861255405,1,1,2,Y,Y
JAGP25647585410137,0,0,5,Y,N
NHEG07954270852625,1,1,4,Y,N
BLPM52152942365324,1,0,5,Y,N
TWUK83646524619371,1,0,2,N,Y
DJKL49604026831805,1,1,4,Y,N
TVTP87105128755544,1,1,2,N,Y
EKFN57054072435900,1,0,4,N,N
QZTQ11310413471074,0,1,5,Y,N
OOQK32527275814580,1,1,5,Y,Y
MSMS46275261172446,0,1,2,Y,Y
NZHZ48273359923815,1,1,5,N,N
EMAD82598541114796,0,1,3,Y,Y
QUAM52513237151739,1,1,5,Y,Y
ZJRI18076956341402,1,1,3,N,N
PXKC45524861672476,1,1,2,Y,Y
QHEC04045653315825,1,1,2,Y,Y
EKQU18320642329383,1,1,1,Y,Y
XQWD31655452304647,1,1,3,N,Y
ZEOX09860408138463,1,1,5,Y,Y
BSXX46916889368229,1,1,5,Y,Y
HSWF85100974327039,0,1,1,Y,Y
FYVF34442330643324,1,1,1,Y,Y
FJXP23950153286027,1,1,5,Y,Y
GSQZ75608561711728,1,1,2,N,Y
BBQM60324256226986,1,0,2,Y,Y
POPG74359170570695,1,1,1,Y,N
CVFB30437687400984,1,0,5,N,N
ORAJ76018358622779,1,1,3,Y,Y
RARS73664473751572,1,1,4,Y,Y
WHKI47172337455666,1,1,2,Y,Y
OXPK09471464696920,1,0,1,N,Y
KAPS12492167459060,1,1,1,Y,Y
YNXG59245347774020,1,1,3,Y,Y
BLTE97305105135445,1,1,5,Y,Y
RKYB33507488762422,1,1,5,Y,Y
OABA81664684717105,1,0,5,N,Y
EMGL69291281157044,1,1,2,N,Y
ZJMZ13599853902161,1,1,2,N,N
OFGG34641125397863,1,1,1,N,Y
JLAI59960626932123,1,0,1,Y,Y
JXSX17129922309621,0,1,2,Y,Y
ERIL44984521624160,1,0,1,N,Y
BZYU77407008815139,1,1,2,Y,N
OZYX08228683111126,1,1,4,Y,Y
NNWD19097148404302,1,0,4,Y,N
XGOW77233570645470,1,1,3,N,N
EZDP72307567850791,1,0,1,N,N
FYSH18170962597020,1,1,4,Y,N
DROT19350945636061,1,1,3,Y,N
DWRN34476405548468,1,1,3,N,Y
ZNOM13997119682474,1,0,3,Y,Y
BUUT88230940286323,1,0,3,N,Y
YKVM47441887862639,0,0,2,Y,Y
EEXJ21670254385822,1,0,1,Y,Y
GSYO57352816330902,1,1,2,N,Y
OTXH19298739864059,1,1,5,Y,Y
EBEB68780336599190,1,1,2,Y,Y
ASHN18327703882619,1,1,4,N,Y
PKNB61924805718286,1,1,5,Y,N
LNND02723421095837,1,0,4,N,N
WBYX19778393609851,1,1,5,Y,N
ETEN99007519545242,1,1,5,Y,Y
HMYP11707160832910,1,1,5,Y,N
JNOE45213108934577,1,1,2,N,Y
MPXF69297095084503,1,0,5,Y,Y
AHLQ73979969055496,1,1,4,Y,Y
EEKF62731660494842,1,1,5,N,N
DJZD32598999630282,1,1,2,N,N
FHOX58052329336229,0,1,1,N,Y
QFBK47785305384606,1,1,4,Y,Y
MFWA79297296665779,1,1,3,N,Y
YGHI51410863658332,1,1,4,Y,Y
NYTL74469875787048,1,1,1,N,N
IQUH39301815039369,1,1,3,N,N
JVEP15068242113474,1,0,4,Y,N
LLCJ06394470103007,1,1,4,N,N
UPVQ72994042712566,1,1,5,Y,N
JLOL01326432854988,1,0,2,Y,N
YRNU81411298711970,1,1,1,N,N
BANT21626724221522,1,0,1,N,N
PQWT00720751710505,1,0,3,Y,N
PFIK50367021484935,1,0,5,Y,N
KXVL67712155401154,0,0,4,Y,Y
BSLQ62583595940274,1,1,4,Y,Y
PBBT61630689398231,1,0,5,N,N
IBKP10494916378221,1,1,4,Y,N
GVPZ13815390825710,1,0,2,Y,Y
JFKK52062327783990,1,1,2,N,N
DRAM75101298023578,1,0,3,Y,Y
NLKY95765827205325,1,1,5,Y,Y
RZWC04206441518567,1,1,5,N,N
MCXQ92485173401821,1,1,1,Y,Y
JZAD62857417018102,1,1,4,N,N
HUVV43226518376515,1,0,5,Y,N
UVKJ13410607779190,1,1,4,Y,Y
